AnimalID,Name,DateTime,OutcomeType,OutcomeSubtype,AnimalType,SexuponOutcome,Breed,Color,age_months,Pure
A714882,Annie,2015-11-30 00:00:00,Transfer,Partner,Dog,Spayed Female,catahoula mix,Brown Brindle/White,12.0,No
A686105,,2014-08-17 09:00:00,Transfer,SCRP,Cat,Intact Male,domestic shorthair mix,Orange Tabby,12.0,No
A694370,Weenie,2014-12-31 16:08:00,Adoption,,Dog,Spayed Female,chihuahua shorthair mix,Tan,12.0,No
A685005,,2014-08-01 15:09:00,Transfer,Partner,Cat,Intact Female,domestic shorthair mix,Brown Tabby,2.0,No
A719823,Leonora,2016-02-07 18:26:00,Adoption,,Cat,Spayed Female,domestic shorthair mix,White/Blue,6.0,No
A682480,Pebble,2014-08-01 11:28:00,Return_to_owner,,Cat,Neutered Male,domestic shorthair mix,Black/White,4.0,No
A675675,,2014-07-26 14:31:00,Adoption,Foster,Cat,Spayed Female,snowshoe mix,Chocolate Point,4.0,No
A707796,Jessye Jane,2015-07-18 18:08:00,Return_to_owner,,Dog,Spayed Female,standard poodle/labrador retriever,Black,60.0,No
A713778,Elvis,2015-10-16 11:05:00,Return_to_owner,,Dog,Intact Male,pit bull mix,White,144.0,No
A719616,Armando,2016-02-08 13:31:00,Adoption,,Dog,Neutered Male,labrador retriever/pit bull,Brown Brindle,9.0,No
A711733,Orangesicle,2015-09-30 12:11:00,Transfer,Partner,Cat,Neutered Male,domestic medium hair mix,White/Orange Tabby,10.0,No
A656563,Spot,2015-05-15 18:31:00,Return_to_owner,,Dog,Neutered Male,american bulldog mix,Black/White,36.0,No
A677713,,2014-04-28 14:49:00,Transfer,Partner,Cat,Intact Female,domestic shorthair mix,Brown Tabby,0.5,No
A705456,,2015-06-21 19:46:00,Return_to_owner,,Cat,Spayed Female,domestic shorthair mix,Tortie,4.0,No
A682783,,2014-07-06 17:37:00,Adoption,,Cat,Spayed Female,domestic medium hair mix,Black,2.0,No
A694231,,2014-12-23 09:00:00,Transfer,SCRP,Cat,Intact Male,domestic shorthair mix,Brown Tabby,12.0,No
A720567,Neo,2016-02-12 12:23:00,Return_to_owner,,Dog,Neutered Male,miniature schnauzer mix,Gray/White,24.0,No
A711744,,2015-09-21 15:56:00,Transfer,Partner,Cat,Neutered Male,domestic shorthair mix,Brown Tabby,24.0,No
A660598,Kitten,2014-02-19 17:27:00,Adoption,Foster,Cat,Spayed Female,domestic shorthair mix,Calico,24.0,No
A712001,,2015-09-15 17:05:00,Transfer,Partner,Dog,Intact Female,boston terrier/chihuahua shorthair,Black/White,1.0,No
A663743,Alfalfa,2013-11-09 13:05:00,Adoption,,Cat,Neutered Male,domestic medium hair mix,Blue Tabby/White,2.0,No
A707430,,2015-07-18 12:16:00,Transfer,Partner,Dog,Intact Female,chihuahua shorthair mix,Black,4.0,No
A708629,Frankie,2016-01-09 13:41:00,Transfer,Partner,Dog,Spayed Female,labrador retriever/catahoula,Brown/White,24.0,No
A544831,Ladybird,2015-05-25 15:29:00,Adoption,,Dog,Spayed Female,border collie mix,Black/White,72.0,No
A687557,Lexy,2014-09-10 12:06:00,Return_to_owner,,Dog,Intact Female,labrador retriever mix,Yellow,60.0,No
A669103,Canelo,2015-11-12 11:33:00,Transfer,Partner,Dog,Neutered Male,collie rough mix,Brown/White,24.0,No
A668980,Maggie,2013-12-19 18:06:00,Adoption,,Dog,Spayed Female,dachshund mix,Tan/White,24.0,No
A689089,,2014-09-29 13:26:00,Euthanasia,Suffering,Cat,Neutered Male,ragdoll mix,Seal Point,156.0,No
A682720,Sam,2014-07-02 13:19:00,Return_to_owner,,Dog,Intact Male,labrador retriever mix,Yellow,180.0,No
A678061,,2014-05-04 13:11:00,Transfer,SCRP,Cat,Intact Female,domestic shorthair mix,Black/White,12.0,No
A688234,,2014-09-17 15:05:00,Transfer,SCRP,Cat,Intact Female,domestic shorthair mix,Tortie,8.0,No
A676832,Cookie,2015-10-10 13:56:00,Transfer,Partner,Dog,Spayed Female,chihuahua shorthair,Brown,12.0,Yes
A668654,Elvis,2015-10-07 11:09:00,Return_to_owner,,Dog,Neutered Male,chihuahua shorthair mix,Black/Tricolor,24.0,No
A684165,Moe,2014-07-21 13:16:00,Return_to_owner,,Dog,Neutered Male,akita mix,Tan/White,36.0,No
A703241,,2015-05-22 14:21:00,Transfer,Partner,Cat,Intact Female,domestic shorthair mix,Black,1.0,No
A688235,,2014-09-18 09:00:00,Transfer,SCRP,Cat,Intact Female,domestic shorthair mix,Silver Tabby,8.0,No
A715080,Bun Bun,2016-01-07 10:53:00,Adoption,Foster,Cat,Spayed Female,domestic shorthair mix,Brown Tabby/White,3.0,No
A681402,,2014-06-18 14:09:00,Transfer,Partner,Cat,Intact Male,domestic shorthair mix,Black,1.0,No
A681533,,2014-06-18 12:50:00,Transfer,Partner,Cat,Intact Female,domestic shorthair mix,Tortie,0.1,No
A682807,Kent,2014-07-07 18:00:00,Adoption,,Dog,Neutered Male,german shepherd mix,Black/Brown,4.0,No
A706444,,2015-06-29 12:01:00,Transfer,Partner,Dog,Intact Female,pit bull/boxer,Black/White,2.0,No
A705523,Buddy,2015-06-22 19:05:00,Return_to_owner,,Dog,Neutered Male,labrador retriever/collie rough,Tan/White,84.0,No
A640424,Ranger,2015-07-24 15:59:00,Return_to_owner,,Dog,Neutered Male,pointer mix,White/Black,48.0,No
A560060,Gary,2014-02-21 15:58:00,Adoption,,Cat,Neutered Male,domestic shorthair mix,Brown Tabby,48.0,No
A677156,Ben Ben,2014-04-28 17:59:00,Adoption,,Dog,Neutered Male,labrador retriever/german shepherd,Yellow,24.0,No
A694496,Leo,2015-01-06 14:25:00,Transfer,Partner,Dog,Neutered Male,labrador retriever mix,Black,24.0,No
A676982,Macie,2014-04-23 16:58:00,Adoption,,Dog,Spayed Female,beagle/dachshund,Brown/White,12.0,No
A620112,Chikita,2014-11-26 12:34:00,Return_to_owner,,Dog,Spayed Female,miniature poodle/miniature schnauzer,White,36.0,No
A678788,Doc,2014-06-11 10:50:00,Euthanasia,Aggressive,Dog,Neutered Male,pit bull mix,Tan/White,84.0,No
A720544,Mina,2016-02-20 15:52:00,Adoption,,Dog,Spayed Female,pit bull mix,White/Black,2.0,No
A672308,Layla,2014-04-06 15:58:00,Return_to_owner,,Dog,Spayed Female,border collie mix,Black/White,24.0,No
A678967,,2014-05-14 17:12:00,Transfer,Partner,Cat,Intact Female,domestic shorthair mix,Black/White,0.5,No
A706378,,2015-06-29 09:00:00,Transfer,SCRP,Cat,Unknown,domestic shorthair mix,Blue,24.0,No
A682666,,2014-07-02 09:00:00,Transfer,SCRP,Cat,Intact Female,domestic shorthair mix,Blue/White,24.0,No
A694426,Wrigley,2015-01-10 13:45:00,Adoption,,Dog,Neutered Male,labrador retriever mix,Black/White,8.0,No
A682749,Franklin,2014-08-06 07:44:00,Adoption,Foster,Cat,Neutered Male,domestic medium hair mix,Cream Tabby,2.0,No
A686672,Mr.Belvedere,2014-08-28 16:29:00,Transfer,Partner,Cat,Neutered Male,snowshoe mix,Seal Point/White,6.0,No
A714137,Romeo,2015-10-21 12:46:00,Transfer,Partner,Dog,Neutered Male,rat terrier mix,White/Tan,36.0,No
A676754,,2014-04-15 11:44:00,Transfer,Partner,Cat,Intact Male,domestic shorthair mix,Brown Tabby,1.0,No
A687773,,2014-09-09 18:48:00,Transfer,Partner,Cat,Intact Male,domestic shorthair mix,Black/White,0.25,No
A676409,Olive,2014-05-12 13:39:00,Adoption,,Dog,Spayed Female,miniature schnauzer/chihuahua shorthair,Black,12.0,No
A645599,Lily,2013-10-08 18:22:00,Return_to_owner,,Dog,Spayed Female,pit bull mix,White/Black,24.0,No
A703848,Maytag,2015-06-12 16:52:00,Transfer,Partner,Dog,Intact Female,american bulldog mix,White/Tan,48.0,No
A705916,Sebastian,2015-08-09 13:05:00,Adoption,,Dog,Neutered Male,labrador retriever mix,Black,36.0,No
A712427,Maxwell,2015-09-27 17:04:00,Adoption,,Dog,Neutered Male,miniature pinscher mix,Black/Brown,3.0,No
A664373,October,2013-10-10 13:19:00,Transfer,Partner,Cat,Intact Female,domestic shorthair mix,Torbie,3.0,No
A679980,,2014-05-28 08:00:00,Transfer,SCRP,Cat,Neutered Male,domestic shorthair mix,Black/White,12.0,No
A686587,Precious,2014-08-25 08:42:00,Return_to_owner,,Cat,Spayed Female,domestic shorthair mix,Tortie,24.0,No
A696104,Tink Tink,2015-04-25 16:11:00,Return_to_owner,,Dog,Spayed Female,pomeranian/chihuahua longhair,Red/Black,36.0,No
A668021,Kimby,2013-12-04 12:47:00,Transfer,Partner,Cat,Spayed Female,domestic medium hair mix,Orange Tabby/White,2.0,No
A711840,Bianca,2015-10-13 13:49:00,Transfer,Partner,Dog,Spayed Female,staffordshire mix,White/Black,12.0,No
A690687,Luna,2014-11-06 14:26:00,Transfer,Partner,Dog,Intact Female,great pyrenees,White,2.0,Yes
A716685,Sebastian,2016-01-30 14:55:00,Adoption,Foster,Cat,Neutered Male,siamese mix,Lilac Point,2.0,No
A680477,Fran,2014-06-06 14:32:00,Transfer,Partner,Dog,Spayed Female,boxer mix,Red,12.0,No
A706479,,2015-06-29 14:40:00,Transfer,Partner,Cat,Unknown,domestic longhair mix,Blue Tabby,0.75,No
A685152,Abby,2014-11-14 17:13:00,Return_to_owner,,Dog,Spayed Female,chihuahua shorthair mix,Black/Tan,36.0,No
A691387,,2014-11-07 12:19:00,Transfer,Partner,Dog,Intact Female,australian kelpie/australian shepherd,Red/Black,2.0,No
A699530,,2015-03-29 09:28:00,Euthanasia,Suffering,Cat,Intact Female,domestic shorthair mix,Black/White,5.0,No
A689402,,2014-10-04 09:00:00,Transfer,SCRP,Cat,Intact Female,domestic shorthair mix,Black,12.0,No
A653641,Brindle,2015-03-09 15:55:00,Return_to_owner,,Dog,Spayed Female,catahoula mix,Tan/Brown Merle,36.0,No
A661920,Iota,2013-12-15 18:06:00,Adoption,Offsite,Cat,Spayed Female,domestic shorthair mix,Brown Tabby/White,4.0,No
A709600,Charles,2015-08-25 12:05:00,Transfer,Partner,Dog,Neutered Male,dachshund mix,Red,96.0,No
A712888,Lolita,2015-10-01 17:21:00,Return_to_owner,,Dog,Spayed Female,cairn terrier/miniature schnauzer,Tan/White,12.0,No
A698805,Lindsay,2015-03-23 18:24:00,Adoption,,Dog,Spayed Female,american pit bull terrier mix,Black/White,8.0,No
A674486,Hershey,2014-11-12 11:52:00,Return_to_owner,,Dog,Neutered Male,labrador retriever mix,Black,12.0,No
A607131,Rocky,2014-06-02 17:15:00,Adoption,Foster,Dog,Neutered Male,rat terrier mix,Brown/White,72.0,No
A703074,,2015-05-21 15:45:00,Transfer,Partner,Cat,Intact Male,domestic shorthair mix,White/Black,0.75,No
A692636,Princess,2014-12-19 17:50:00,Adoption,Foster,Dog,Spayed Female,labrador retriever mix,Black/Tan,2.0,No
A711058,,2015-09-01 14:05:00,Transfer,Partner,Cat,Unknown,domestic shorthair mix,Brown Tabby/White,0.75,No
A668479,,2013-12-04 14:39:00,Transfer,Partner,Cat,Intact Female,domestic shorthair mix,Calico,0.75,No
A700976,,2015-04-22 11:00:00,Transfer,Partner,Cat,Unknown,domestic shorthair mix,Black,0.25,No
A613553,Beast,2015-02-08 15:17:00,Euthanasia,Aggressive,Dog,Neutered Male,pit bull mix,Black/White,48.0,No
A650938,Lacey,2014-02-06 11:05:00,Transfer,Partner,Dog,Spayed Female,labrador retriever mix,Black/White,12.0,No
A676009,Ellen,2014-04-08 16:14:00,Return_to_owner,,Dog,Spayed Female,shetland sheepdog mix,White/Brown,96.0,No
A663159,Toby,2013-10-10 12:00:00,Transfer,Partner,Cat,Neutered Male,domestic shorthair mix,Orange Tabby,8.0,No
A693591,Mia,2015-01-14 17:11:00,Adoption,,Cat,Spayed Female,domestic shorthair mix,Black,11.0,No
A674380,Minnie,2014-04-15 15:46:00,Transfer,Partner,Dog,Spayed Female,rat terrier/beagle,White/Black,24.0,No
A708704,Q.T.,2015-09-23 11:08:00,Adoption,Foster,Cat,Spayed Female,domestic shorthair mix,Black,2.0,No
A707137,Ares,2015-07-12 18:17:00,Adoption,,Cat,Neutered Male,domestic shorthair mix,Brown Tabby/White,4.0,No
A531069,Jrewpy,2015-02-09 12:59:00,Return_to_owner,,Dog,Neutered Male,beagle/basset hound,Black Brindle/White,84.0,No
A674280,Moon,2014-08-01 12:17:00,Transfer,Partner,Dog,Spayed Female,american staffordshire terrier mix,White/Blue,12.0,No
A703520,,2015-05-26 14:14:00,Transfer,Partner,Dog,Intact Female,dachshund mix,Red,12.0,No
A582002,Rocky,2014-12-04 18:36:00,Euthanasia,Aggressive,Dog,Neutered Male,german shepherd/labrador retriever,Brown/Tan,72.0,No
A678182,Flynn Ryder,2014-05-16 11:40:00,Adoption,,Dog,Neutered Male,labrador retriever mix,Tan/White,12.0,No
A683728,,2014-07-18 18:27:00,Adoption,,Dog,Spayed Female,parson russell terrier mix,White/Brown Brindle,2.0,No
A705723,Spring,2015-06-26 18:18:00,Adoption,,Dog,Spayed Female,dachshund/chihuahua shorthair,Black/White,24.0,No
A678355,,2014-05-11 11:39:00,Transfer,Partner,Dog,Intact Female,labrador retriever mix,Cream,2.0,No
A702442,Jaime,2015-06-20 16:42:00,Adoption,Offsite,Cat,Spayed Female,domestic shorthair mix,Cream Tabby,2.0,No
A701978,,2015-05-07 14:44:00,Transfer,Partner,Dog,Intact Male,german shepherd mix,Black/Tan,2.0,No
A683447,Beryl,2014-07-18 14:21:00,Transfer,Partner,Cat,Intact Female,domestic shorthair mix,Torbie,1.0,No
A683377,,2014-07-13 11:41:00,Transfer,Partner,Dog,Intact Female,anatol shepherd mix,White,12.0,No
A707447,,2015-07-13 13:50:00,Transfer,Partner,Cat,Intact Male,domestic longhair mix,Brown Tabby/White,0.75,No
A704710,,2015-06-08 16:26:00,Transfer,Partner,Cat,Unknown,domestic shorthair mix,Brown Tabby/White,0.75,No
A715139,,2015-11-05 00:00:00,Transfer,Partner,Dog,Spayed Female,australian cattle dog/bull terrier,White/Red Tick,8.0,No
A685023,Herbie,2014-08-04 20:02:00,Adoption,,Dog,Intact Male,chihuahua shorthair mix,Tan,180.0,No
A715872,Bagel,2015-11-17 14:48:00,Adoption,,Dog,Spayed Female,labrador retriever mix,Yellow,2.0,No
A663956,Haven,2013-12-01 17:55:00,Adoption,,Dog,Spayed Female,australian shepherd mix,Tricolor,48.0,No
A679085,Elsa,2014-05-31 15:47:00,Adoption,,Cat,Neutered Male,siamese mix,Lynx Point,24.0,No
A667109,Hank,2015-11-21 17:55:00,Adoption,,Dog,Neutered Male,american bulldog/labrador retriever,Black/White,48.0,No
A698167,Chevy,2015-06-08 17:40:00,Adoption,,Dog,Neutered Male,catahoula mix,White/Brown,36.0,No
A691184,Dan,2015-05-03 13:00:00,Adoption,,Dog,Neutered Male,swedish vallhund mix,Sable,36.0,No
A711003,,2015-09-07 17:42:00,Adoption,,Cat,Spayed Female,domestic shorthair mix,Brown Tabby,2.0,No
A682280,,2014-06-28 09:00:00,Transfer,SCRP,Cat,Intact Female,domestic shorthair mix,Tortie,24.0,No
A692957,Sparkle,2014-11-29 14:54:00,Transfer,Partner,Dog,Intact Female,chihuahua shorthair mix,White/Tan,12.0,No
A680211,,2014-05-31 11:31:00,Transfer,Partner,Dog,Intact Female,german shepherd mix,Brown,1.0,No
A684104,,2014-07-20 16:25:00,Adoption,,Cat,Intact Male,domestic shorthair mix,Black/White,2.0,No
A703912,Kit,2015-06-08 16:25:00,Transfer,Partner,Cat,Intact Male,domestic shorthair mix,Black,1.0,No
A708863,,2015-08-01 15:40:00,Euthanasia,Suffering,Cat,Unknown,domestic shorthair mix,Brown Tabby,1.0,No
A717040,Sweetie,2015-12-06 12:01:00,Transfer,Partner,Cat,Intact Female,domestic shorthair mix,Orange Tabby,24.0,No
A688236,Daphne,2014-10-25 12:34:00,Adoption,,Dog,Spayed Female,labrador retriever mix,Black/White,12.0,No
A698640,,2015-03-15 13:40:00,Transfer,Partner,Cat,Unknown,domestic shorthair mix,Cream Tabby,0.03333333333333333,No
A716751,Donnor,2015-11-30 17:52:00,Adoption,,Dog,Neutered Male,blue lacy mix,Fawn,10.0,No
A687205,Zeus,2014-09-14 17:53:00,Adoption,,Cat,Neutered Male,domestic medium hair mix,Orange Tabby/White,2.0,No
A668389,Hershey,2013-12-09 12:53:00,Transfer,Partner,Cat,Intact Male,domestic shorthair mix,Chocolate,2.0,No
A681872,Amber,2014-07-25 10:50:00,Adoption,Foster,Cat,Spayed Female,maine coon mix,Black Tabby,2.0,No
A678377,Sophie,2014-06-01 11:03:00,Transfer,Partner,Dog,Spayed Female,labrador retriever/pit bull,Chocolate,12.0,No
A705616,Violet,2015-07-01 17:06:00,Adoption,,Cat,Spayed Female,domestic shorthair mix,Blue Tabby/White,2.0,No
A703163,,2015-07-19 18:59:00,Adoption,Foster,Cat,Spayed Female,domestic shorthair mix,Torbie/White,3.0,No
A701246,Elsie,2015-06-28 14:10:00,Euthanasia,Medical,Cat,Spayed Female,domestic shorthair mix,Calico,84.0,No
A696394,Bruno,2015-03-21 17:12:00,Adoption,,Dog,Neutered Male,newfoundland/border collie,Black,72.0,No
A667934,Charlie,2014-01-27 14:38:00,Return_to_owner,,Dog,Spayed Female,australian cattle dog,White/Red,12.0,Yes
A697057,,2015-02-21 16:48:00,Transfer,Partner,Dog,Spayed Female,lhasa apso/yorkshire terrier,Black/White,48.0,No
A672730,Nila,2014-09-02 18:53:00,Adoption,,Dog,Spayed Female,pit bull mix,Black/White,8.0,No
A665308,,2013-10-24 17:59:00,Adoption,,Dog,Neutered Male,toy poodle mix,White,48.0,No
A667167,,2013-11-15 14:38:00,Transfer,SCRP,Cat,Intact Male,domestic medium hair mix,Orange Tabby,24.0,No
A690808,Jon,2014-11-01 12:14:00,Transfer,Partner,Dog,Intact Male,chihuahua shorthair mix,Yellow,120.0,No
A707923,Little Man,2015-07-20 14:39:00,Euthanasia,Medical,Cat,Neutered Male,domestic shorthair mix,Orange Tabby,180.0,No
A674240,,2014-03-10 16:17:00,Transfer,SCRP,Cat,Intact Female,domestic shorthair mix,Tortie,7.0,No
A710494,,2015-08-28 13:01:00,Transfer,Partner,Dog,Intact Male,labrador retriever mix,Black,12.0,No
A706258,,2015-06-30 17:15:00,Adoption,,Dog,Spayed Female,german shepherd mix,Sable,1.0,No
A693219,,2014-12-05 09:00:00,Transfer,SCRP,Cat,Intact Male,domestic shorthair mix,Black,3.0,No
A703582,Toby,2015-05-27 11:33:00,Return_to_owner,,Dog,Neutered Male,rat terrier mix,Tricolor,132.0,No
A712320,Penelope,2015-10-06 13:50:00,Adoption,,Dog,Spayed Female,rhod ridgeback mix,Tan/White,36.0,No
A689747,Hudson,2014-10-20 14:56:00,Adoption,,Dog,Neutered Male,labrador retriever/border collie,Black/White,6.0,No
A714204,Terence,2015-10-26 12:28:00,Adoption,,Dog,Neutered Male,chihuahua shorthair mix,Black/Brown,12.0,No
A690937,,2014-10-28 18:02:00,Transfer,Partner,Cat,Intact Female,domestic shorthair mix,Brown Tabby/White,0.75,No
A577308,Lobo,2015-02-11 16:24:00,Adoption,Foster,Dog,Spayed Female,catahoula mix,White/Tan,48.0,No
A673091,Hazel,2014-03-05 13:19:00,Adoption,,Dog,Spayed Female,yorkshire terrier mix,Black/Tan,36.0,No
A650399,Tyson,2013-11-15 16:23:00,Transfer,Partner,Dog,Neutered Male,yorkshire terrier/chihuahua longhair,Silver/Tan,24.0,No
A714071,Earth,2015-12-16 11:28:00,Adoption,Foster,Cat,Spayed Female,domestic shorthair mix,Calico/White,2.0,No
A684544,,2014-07-30 16:19:00,Transfer,Partner,Dog,Intact Male,australian cattle dog mix,White/Red,6.0,No
A676510,,2014-04-16 17:05:00,Transfer,Partner,Dog,Intact Male,pit bull mix,Black/White,6.0,No
A697503,Reyna,2015-11-20 16:56:00,Return_to_owner,,Dog,Spayed Female,german shepherd mix,Black,12.0,No
A690667,,2014-10-24 12:35:00,Transfer,Partner,Cat,Intact Female,domestic shorthair mix,Tortie,0.75,No
A606644,Queso,2014-04-11 11:36:00,Return_to_owner,,Dog,Spayed Female,pit bull mix,Brown Brindle/White,36.0,No
A708065,Mickey,2015-10-14 17:21:00,Adoption,,Dog,Neutered Male,australian kelpie mix,Brown Brindle/White,12.0,No
A692752,Ivy,2014-12-01 11:10:00,Transfer,Partner,Dog,Intact Female,shih tzu mix,White/Brown,24.0,No
A717750,Cupcake,2015-12-17 13:58:00,Transfer,Partner,Cat,Intact Male,siamese mix,Seal Point,1.0,No
A673790,Timmy,2014-03-09 13:33:00,Transfer,Partner,Cat,Neutered Male,siamese mix,Seal Point,60.0,No
A705673,Luna,2015-09-19 13:01:00,Transfer,Partner,Dog,Spayed Female,siberian husky mix,Black/White,12.0,No
A667148,Diamond,2013-11-24 11:09:00,Transfer,Partner,Dog,Spayed Female,pit bull mix,Brown/White,7.0,No
A691172,Reese,2014-11-23 18:30:00,Adoption,,Cat,Neutered Male,domestic shorthair mix,Orange Tabby,2.0,No
A677166,,2014-04-22 15:34:00,Transfer,SCRP,Cat,Intact Male,domestic shorthair mix,Cream Tabby,24.0,No
A680579,Cotton,2014-07-24 19:10:00,Adoption,,Cat,Neutered Male,domestic shorthair mix,White,3.0,No
A680710,Scout,2014-12-17 14:01:00,Adoption,Foster,Cat,Spayed Female,domestic medium hair mix,Black,7.0,No
A713601,Jesse James,2015-10-18 17:15:00,Adoption,,Cat,Neutered Male,domestic shorthair mix,Brown Tabby,2.0,No
A704732,Love Bug,2015-06-15 12:29:00,Adoption,,Dog,Spayed Female,jack russell terrier mix,White/Tan,12.0,No
A689762,Sandi,2015-11-16 18:28:00,Return_to_owner,,Dog,Spayed Female,labrador retriever mix,Tan,60.0,No
A691505,Acorn,2014-11-07 13:11:00,Transfer,Partner,Cat,Intact Male,domestic shorthair mix,Brown Tabby,1.0,No
A711240,Luna,2015-09-04 13:31:00,Return_to_owner,,Dog,Spayed Female,catahoula mix,Brown Brindle/White,36.0,No
A703206,Marilu,2015-12-23 14:06:00,Adoption,,Cat,Spayed Female,domestic shorthair mix,Tortie,12.0,No
A698645,Petunia,2015-04-04 14:11:00,Transfer,Partner,Dog,Spayed Female,anatol shepherd/redbone hound,Brown,8.0,No
A664841,Rusty,2013-10-13 17:18:00,Adoption,,Dog,Neutered Male,queensland heeler mix,Black/White,48.0,No
A681612,,2014-06-22 18:40:00,Adoption,,Dog,Spayed Female,chihuahua shorthair/jack russell terrier,Buff/Yellow,2.0,No
A650234,Darion,2014-04-13 13:52:00,Transfer,Partner,Dog,Neutered Male,schipperke/chihuahua shorthair,Red,24.0,No
A685313,Sierra,2014-08-09 11:01:00,Return_to_owner,,Cat,Spayed Female,domestic longhair mix,Black,72.0,No
A698481,Paige,2015-03-31 13:12:00,Transfer,Partner,Cat,Spayed Female,domestic shorthair mix,Tortie,24.0,No
A696856,Kayla,2015-02-19 11:59:00,Return_to_owner,,Dog,Spayed Female,pit bull mix,Red/White,36.0,No
A671157,,2014-01-19 18:55:00,Euthanasia,Suffering,Cat,Intact Female,domestic shorthair mix,Calico,6.0,No
A669596,,2013-12-29 17:27:00,Adoption,,Cat,Intact Female,domestic shorthair mix,Blue,6.0,No
A681122,Millie,2014-06-24 17:02:00,Return_to_owner,,Cat,Spayed Female,domestic shorthair mix,Black,96.0,No
A716530,,2015-11-20 15:49:00,Transfer,Partner,Cat,Intact Male,domestic shorthair mix,Black,0.75,No
A682105,,2014-06-24 16:34:00,Transfer,Partner,Dog,Intact Female,australian cattle dog mix,Tricolor,1.25,No
A682506,,2014-07-09 12:01:00,Transfer,Partner,Cat,Intact Female,domestic shorthair mix,White,1.0,No
A715095,Max,2015-11-11 12:31:00,Transfer,Partner,Cat,Intact Male,domestic shorthair mix,Blue Tabby/White,1.0,No
A710493,Milkshake,2015-10-31 07:49:00,Adoption,Foster,Cat,Neutered Male,domestic longhair mix,Blue Tabby,3.0,No
A696154,,2015-01-30 13:42:00,Euthanasia,Medical,Cat,Intact Male,domestic shorthair mix,Brown Tabby/White,4.0,No
A693210,,2014-12-08 12:49:00,Adoption,,Dog,Neutered Male,shiba inu mix,Tan,36.0,No
A698409,Addison,2015-03-16 17:53:00,Adoption,,Dog,Spayed Female,dachshund longhair mix,Brown/Tan,84.0,No
A666805,Liza,2013-12-06 13:37:00,Transfer,Partner,Dog,Spayed Female,border collie mix,Tricolor/Chocolate,36.0,No
A700298,,2015-04-11 17:39:00,Transfer,Partner,Cat,Intact Female,domestic shorthair mix,Tortie,0.06666666666666667,No
